UNIDADE_FEDERACAO,NOME_CONGLOMERADO_FINANCEIRO,MES,TIPO_DESENROLA,NUMERO_OPERACOES,VOLUME_OPERACOES,CLUSTER,BIMESTRE,TICKET_MEDIO
RN,SANTANDER,2024-01,1,103,120877.18,0,2024-B1,1173.564854368932
RN,SANTANDER,2024-01,2,5,12656.2,0,2024-B1,2531.2400000000002
RN,VOTORANTIM,2024-01,1,6,8409.18,0,2024-B1,1401.53
RN,VOTORANTIM,2024-01,2,49,272344.24,0,2024-B1,5558.045714285714
RO,BANCO SICOOB,2024-01,1,1,1733.09,0,2024-B1,1733.09
RO,BANRISUL,2024-01,1,2,5550.0,0,2024-B1,2775.0
RO,BB,2024-01,1,129,195637.79,0,2024-B1,1516.572015503876
RO,BB,2024-01,2,7,139518.83,0,2024-B1,19931.261428571426
RO,BCO TRIANGULO S.A.,2024-01,2,23,18490.69,0,2024-B1,803.9430434782608
RO,BMG,2024-01,1,11,16182.45,0,2024-B1,1471.1318181818183
RO,BRADESCO,2024-01,1,27,34804.79,0,2024-B1,1289.0662962962963
RO,BRADESCO,2024-01,2,3,40962.59,0,2024-B1,13654.196666666665
RO,BTG PACTUAL,2024-01,1,378,629399.78,0,2024-B1,1665.0787830687832
RO,BTG PACTUAL,2024-01,2,3,2120.79,0,2024-B1,706.93
RO,C.C. DO CENTRO DO ESTADO DE RONDÔNIA,2024-01,1,4,3006.32,0,2024-B1,751.58
RO,C6 BANK,2024-01,1,25,35534.89,0,2024-B1,1421.3956
RO,CAIXA ECONÔMICA FEDERAL,2024-01,1,169,215581.74,0,2024-B1,1275.6315976331362
RO,CAIXA ECONÔMICA FEDERAL,2024-01,2,36,18982.03,0,2024-B1,527.2786111111111
RO,CC INV DE RONDÔNIA - SICOOB CREDJURD,2024-01,1,6,10177.36,0,2024-B1,1696.2266666666667
RO,CCLA DO CENTRO SUL RONDONIENSE,2024-01,1,11,22907.14,0,2024-B1,2082.4672727272728
RO,INTER,2024-01,1,93,134913.66,0,2024-B1,1450.6845161290323
RO,INTER,2024-01,2,3,16033.55,0,2024-B1,5344.516666666666
RO,ITAU,2024-01,1,50,75004.58,0,2024-B1,1500.0916
RO,NUBANK,2024-01,1,359,489443.35,0,2024-B1,1363.351949860724
RO,SANTANDER,2024-01,1,65,83128.97,0,2024-B1,1278.9072307692309
RO,SANTANDER,2024-01,2,5,12723.49,0,2024-B1,2544.698
RO,SICOOB AMAZÔNIA,2024-01,1,6,6827.24,0,2024-B1,1137.8733333333332
RO,SICOOB CREDISUL,2024-01,1,3,5099.58,0,2024-B1,1699.86
RO,VOTORANTIM,2024-01,1,2,3071.86,0,2024-B1,1535.93
RO,VOTORANTIM,2024-01,2,23,116371.76,0,2024-B1,5059.641739130435
RR,BB,2024-01,1,40,67798.08,0,2024-B1,1694.952
RR,BB,2024-01,2,4,12646.57,0,2024-B1,3161.6425
RR,BCO TRIANGULO S.A.,2024-01,2,3,2294.69,0,2024-B1,764.8966666666666
RR,BRADESCO,2024-01,1,5,4487.52,0,2024-B1,897.5040000000001
RR,BTG PACTUAL,2024-01,1,90,141493.46,0,2024-B1,1572.1495555555555
RR,BTG PACTUAL,2024-01,2,2,3876.1,0,2024-B1,1938.05
RR,C6 BANK,2024-01,1,5,10525.88,0,2024-B1,2105.176
RR,C6 BANK,2024-01,2,1,243.95,0,2024-B1,243.95
RR,CAIXA ECONÔMICA FEDERAL,2024-01,1,31,40921.42,0,2024-B1,1320.0458064516129
RR,CAIXA ECONÔMICA FEDERAL,2024-01,2,9,3972.02,0,2024-B1,441.3355555555556
RR,INTER,2024-01,1,21,21142.6,0,2024-B1,1006.7904761904762
RR,ITAU,2024-01,1,11,14978.27,0,2024-B1,1361.6609090909092
RR,NUBANK,2024-01,1,97,106330.01,0,2024-B1,1096.1856701030927
RR,SANTANDER,2024-01,1,17,24186.65,0,2024-B1,1422.7441176470588
RR,SANTANDER,2024-01,2,3,21209.79,0,2024-B1,7069.93
RR,VOTORANTIM,2024-01,1,3,4032.19,0,2024-B1,1344.0633333333333
RR,VOTORANTIM,2024-01,2,5,25477.42,0,2024-B1,5095.4839999999995
RS,BANCO SICOOB,2024-01,1,7,12344.96,0,2024-B1,1763.5657142857142
RS,BANRISUL,2024-01,1,319,400468.01,0,2024-B1,1255.3856112852666
RS,BB,2024-01,1,210,294762.1,0,2024-B1,1403.6290476190475
RS,BB,2024-01,2,21,115383.03,0,2024-B1,5494.43
RS,BCO TRIANGULO S.A.,2024-01,2,111,126101.21,0,2024-B1,1136.046936936937
RS,BMG,2024-01,1,39,70488.82,0,2024-B1,1807.4056410256412
RS,BRADESCO,2024-01,1,86,112678.72,0,2024-B1,1310.2176744186047
RS,BRADESCO,2024-01,2,19,290068.21,0,2024-B1,15266.747894736844
RS,BTG PACTUAL,2024-01,1,1549,2235641.11,2,2024-B1,1443.280251775339
RS,BTG PACTUAL,2024-01,2,5,7912.6,0,2024-B1,1582.52
RS,C6 BANK,2024-01,1,108,134136.4,0,2024-B1,1242.0037037037036
RS,C6 BANK,2024-01,2,2,410.09,0,2024-B1,205.045
RS,CAIXA ECONÔMICA FEDERAL,2024-01,1,736,853659.9,0,2024-B1,1159.8639945652174
RS,CAIXA ECONÔMICA FEDERAL,2024-01,2,242,299016.59,0,2024-B1,1235.605743801653
RS,CCLA MAXI ALFA,2024-01,1,2,1727.3,0,2024-B1,863.65
RS,CCLA SICOOB VALCREDI SUL,2024-01,1,2,1878.46,0,2024-B1,939.23
RS,INTER,2024-01,1,300,373893.44,0,2024-B1,1246.3114666666668
RS,INTER,2024-01,2,8,37934.39,0,2024-B1,4741.79875
RS,ITAU,2024-01,1,270,337748.29,0,2024-B1,1250.9195925925926
RS,NUBANK,2024-01,1,1378,1609393.71,2,2024-B1,1167.9199637155298
RS,SANTANDER,2024-01,1,374,447662.29,0,2024-B1,1196.9579946524063
RS,SANTANDER,2024-01,2,40,124932.85,0,2024-B1,3123.32125
RS,VOTORANTIM,2024-01,1,16,18102.5,0,2024-B1,1131.40625
RS,VOTORANTIM,2024-01,2,164,829326.92,0,2024-B1,5056.8714634146345
SC,BANCO SICOOB,2024-01,1,16,25612.85,0,2024-B1,1600.803125
SC,BANRISUL,2024-01,1,8,14479.89,0,2024-B1,1809.98625
SC,BB,2024-01,1,194,319636.11,0,2024-B1,1647.6088144329897
SC,BB,2024-01,2,32,391719.87,0,2024-B1,12241.2459375
SC,BCO TRIANGULO S.A.,2024-01,2,105,84207.03,0,2024-B1,801.9717142857143
SC,BMG,2024-01,1,20,34985.08,0,2024-B1,1749.2540000000001
SC,BRADESCO,2024-01,1,65,118209.87,0,2024-B1,1818.6133846153846
SC,BRADESCO,2024-01,2,32,382758.44,0,2024-B1,11961.20125
SC,BTG PACTUAL,2024-01,1,1081,1868099.0,2,2024-B1,1728.1211840888066
SC,BTG PACTUAL,2024-01,2,6,14289.38,0,2024-B1,2381.563333333333
SC,C6 BANK,2024-01,1,107,165012.93,0,2024-B1,1542.1769158878503
SC,C6 BANK,2024-01,2,2,388.91,0,2024-B1,194.455
SC,CAIXA ECONÔMICA FEDERAL,2024-01,1,379,488560.8,0,2024-B1,1289.0786279683377
SC,CAIXA ECONÔMICA FEDERAL,2024-01,2,141,191838.55,0,2024-B1,1360.5570921985816
SC,CC LITORÂNEA,2024-01,1,3,3404.58,0,2024-B1,1134.86
SC,CCLA MAXI ALFA,2024-01,1,12,21396.9,0,2024-B1,1783.075
SC,CCLA SICOOB VALCREDI SUL,2024-01,1,1,2940.64,0,2024-B1,2940.64
SC,COOP NOVOS CAMPOS,2024-01,1,1,1478.37,0,2024-B1,1478.37
SC,INTER,2024-01,1,177,269178.67,0,2024-B1,1520.7834463276836
SC,INTER,2024-01,2,9,59372.25,0,2024-B1,6596.916666666667
SC,ITAU,2024-01,1,146,216972.68,0,2024-B1,1486.1142465753423
SC,NUBANK,2024-01,1,757,993125.74,0,2024-B1,1311.9230383091149
SC,SANTANDER,2024-01,1,161,255858.93,0,2024-B1,1589.185900621118
SC,SANTANDER,2024-01,2,27,250963.7,0,2024-B1,9294.951851851853
SC,VOTORANTIM,2024-01,1,7,12867.16,0,2024-B1,1838.1657142857143
SC,VOTORANTIM,2024-01,2,162,814434.94,0,2024-B1,5027.376172839506
SE,BANCO SICOOB,2024-01,1,1,546.18,0,2024-B1,546.18
SE,BANRISUL,2024-01,1,1,566.59,0,2024-B1,566.59
SE,BB,2024-01,1,68,101641.26,0,2024-B1,1494.7244117647058
SE,BB,2024-01,2,2,44632.69,0,2024-B1,22316.345
SE,BCO DO EST. DE SE S.A.,2024-01,2,3,19543.24,0,2024-B1,6514.413333333334
SE,BCO TRIANGULO S.A.,2024-01,2,5,3413.38,0,2024-B1,682.676
SE,BMG,2024-01,1,12,15509.97,0,2024-B1,1292.4975
SE,BRADESCO,2024-01,1,15,15320.74,0,2024-B1,1021.3826666666666
SE,BRADESCO,2024-01,2,3,45748.17,0,2024-B1,15249.39
SE,BTG PACTUAL,2024-01,1,354,530955.33,0,2024-B1,1499.873813559322
SE,BTG PACTUAL,2024-01,2,1,3314.68,0,2024-B1,3314.68
SE,C6 BANK,2024-01,1,17,12800.28,0,2024-B1,752.9576470588236
SE,C6 BANK,2024-01,2,2,404.1,0,2024-B1,202.05
SE,CAIXA ECONÔMICA FEDERAL,2024-01,1,145,177461.15,0,2024-B1,1223.87
SE,CAIXA ECONÔMICA FEDERAL,2024-01,2,34,35439.83,0,2024-B1,1042.3479411764706
SE,INTER,2024-01,1,71,85971.52,0,2024-B1,1210.8664788732394
SE,INTER,2024-01,2,4,20112.93,0,2024-B1,5028.2325
SE,ITAU,2024-01,1,23,25005.9,0,2024-B1,1087.213043478261
SE,NUBANK,2024-01,1,256,268139.22,0,2024-B1,1047.418828125
SE,SANTANDER,2024-01,1,44,53104.13,0,2024-B1,1206.9120454545455
SE,SANTANDER,2024-01,2,12,52626.71,0,2024-B1,4385.559166666667
SE,VOTORANTIM,2024-01,1,1,343.25,0,2024-B1,343.25
SE,VOTORANTIM,2024-01,2,20,114384.38,0,2024-B1,5719.219
SP,BANCO SICOOB,2024-01,1,28,33767.27,0,2024-B1,1205.9739285714284
SP,BANRISUL,2024-01,1,15,25253.07,0,2024-B1,1683.538
SP,BB,2024-01,1,1123,1518354.02,2,2024-B1,1352.0516651825467
SP,BB,2024-01,2,131,953600.62,0,2024-B1,7279.394045801527
SP,BCO CSF S.A.,2024-01,1,3,6796.78,0,2024-B1,2265.5933333333332
SP,BCO TRIANGULO S.A.,2024-01,2,379,425392.91,0,2024-B1,1122.4087335092347
SP,BMG,2024-01,1,252,333233.49,0,2024-B1,1322.355119047619
SP,BRADESCO,2024-01,1,877,1026351.08,2,2024-B1,1170.2976966932724
SP,BRADESCO,2024-01,2,285,6473995.53,0,2024-B1,22715.773789473686
SP,BTG PACTUAL,2024-01,1,9561,13703371.15,1,2024-B1,1433.2571017675975
SP,BTG PACTUAL,2024-01,2,70,219593.62,0,2024-B1,3137.0517142857143
SP,C6 BANK,2024-01,1,882,1069893.46,2,2024-B1,1213.031133786848
SP,C6 BANK,2024-01,2,42,9678.36,0,2024-B1,230.43714285714287
SP,CAIXA ECONÔMICA FEDERAL,2024-01,1,2581,2854983.63,2,2024-B1,1106.1540604416891
SP,CAIXA ECONÔMICA FEDERAL,2024-01,2,641,657585.56,0,2024-B1,1025.8745085803432
SP,CCLA SICOOB ARENITO PARANÁ / SÃO PAULO,2024-01,1,1,414.81,0,2024-B1,414.81
SP,CECM DOS PROFISSIONAIS DA SAUDE DA REG ALTA MOGIANA,2024-01,1,1,310.88,0,2024-B1,310.88
SP,INTER,2024-01,1,1766,2240861.26,2,2024-B1,1268.8908607021517
SP,INTER,2024-01,2,70,464266.34,0,2024-B1,6632.3762857142865
SP,ITAU,2024-01,1,2898,3604388.3,2,2024-B1,1243.7502760524499
SP,ITAU,2024-01,2,1,152.63,0,2024-B1,152.63
SP,NUBANK,2024-01,1,8018,8974330.89,1,2024-B1,1119.2729970067348
SP,SANTANDER,2024-01,1,2451,2951260.79,2,2024-B1,1204.1047694818442
SP,SANTANDER,2024-01,2,286,2306475.79,0,2024-B1,8064.600664335664
SP,VOTORANTIM,2024-01,1,86,134609.56,0,2024-B1,1565.227441860465
SP,VOTORANTIM,2024-01,2,1031,4765151.78,2,2024-B1,4621.87369544132
TO,BANCO SICOOB,2024-01,1,2,2084.33,0,2024-B1,1042.165
TO,BB,2024-01,1,76,99725.58,0,2024-B1,1312.1786842105264
TO,BB,2024-01,2,8,119747.87,0,2024-B1,14968.48375
TO,BCO TRIANGULO S.A.,2024-01,2,2,2655.02,0,2024-B1,1327.51
TO,BMG,2024-01,1,6,6222.44,0,2024-B1,1037.0733333333333
TO,BRADESCO,2024-01,1,13,16099.3,0,2024-B1,1238.4076923076923
TO,BRADESCO,2024-01,2,4,45312.36,0,2024-B1,11328.09
TO,BTG PACTUAL,2024-01,1,148,205740.38,0,2024-B1,1390.1377027027027
TO,C6 BANK,2024-01,1,13,14070.59,0,2024-B1,1082.353076923077
TO,CAIXA ECONÔMICA FEDERAL,2024-01,1,53,69458.68,0,2024-B1,1310.5411320754715
TO,CAIXA ECONÔMICA FEDERAL,2024-01,2,23,21617.39,0,2024-B1,939.8865217391304
TO,INTER,2024-01,1,50,63177.29,0,2024-B1,1263.5458
TO,INTER,2024-01,2,1,1193.5,0,2024-B1,1193.5
TO,ITAU,2024-01,1,20,34142.97,0,2024-B1,1707.1485
TO,NUBANK,2024-01,1,167,161332.11,0,2024-B1,966.0605389221556
TO,SANTANDER,2024-01,1,21,18729.82,0,2024-B1,891.8961904761904
TO,VOTORANTIM,2024-01,1,4,5585.64,0,2024-B1,1396.41
TO,VOTORANTIM,2024-01,2,17,216985.85,0,2024-B1,12763.873529411765
AC,BB,2024-04,1,132,179526.8,0,2024-B2,1360.051515151515
AC,BMG,2024-04,1,1,900.68,0,2024-B2,900.68
AC,BRADESCO,2024-04,1,27,51070.66,0,2024-B2,1891.505925925926
AC,BRADESCO,2024-04,2,1,277.82,0,2024-B2,277.82
AC,BTG PACTUAL,2024-04,1,229,324409.78,0,2024-B2,1416.636593886463
AC,C6 BANK,2024-04,1,7,10063.21,0,2024-B2,1437.6014285714284
AC,CAIXA ECONÔMICA FEDERAL,2024-04,1,191,226293.31,0,2024-B2,1184.781727748691
AC,INTER,2024-04,1,51,50085.42,0,2024-B2,982.0670588235294
AC,ITAU,2024-04,1,29,38047.73,0,2024-B2,1311.9906896551724
AC,NUBANK,2024-04,1,403,414782.44,0,2024-B2,1029.23682382134
AC,SANTANDER,2024-04,1,41,18094.87,0,2024-B2,441.3382926829268
AL,BANCO SICOOB,2024-04,1,1,167.11,0,2024-B2,167.11
AL,BB,2024-04,1,212,250434.99,0,2024-B2,1181.2971226415093
AL,BMG,2024-04,1,2,5470.62,0,2024-B2,2735.31
AL,BRADESCO,2024-04,1,97,87298.0,0,2024-B2,899.979381443299
AL,BRADESCO,2024-04,2,4,55559.43,0,2024-B2,13889.8575
AL,BTG PACTUAL,2024-04,1,688,800503.88,0,2024-B2,1163.5230813953488
AL,C6 BANK,2024-04,1,7,11754.83,0,2024-B2,1679.2614285714285
AL,C6 BANK,2024-04,2,1,210.8,0,2024-B2,210.8
AL,CAIXA ECONÔMICA FEDERAL,2024-04,1,603,577224.03,0,2024-B2,957.2537810945274
AL,INTER,2024-04,1,182,172092.66,0,2024-B2,945.564065934066
AL,ITAU,2024-04,1,115,123600.34,0,2024-B2,1074.7855652173912
AL,NUBANK,2024-04,1,852,728002.7,0,2024-B2,854.4632629107981
AL,SANTANDER,2024-04,1,122,33357.38,0,2024-B2,273.4211475409836
AL,VOTORANTIM,2024-04,1,3,1479.15,0,2024-B2,493.05
AM,BANRISUL,2024-04,1,1,2683.01,0,2024-B2,2683.01
AM,BB,2024-04,1,212,243777.56,0,2024-B2,1149.8941509433962
AM,BMG,2024-04,1,9,21947.87,0,2024-B2,2438.652222222222
AM,BRADESCO,2024-04,1,493,666353.67,0,2024-B2,1351.6301622718054
AM,BRADESCO,2024-04,2,7,25286.4,0,2024-B2,3612.342857142857
AM,BTG PACTUAL,2024-04,1,1384,1908356.8,0,2024-B2,1378.870520231214
AM,C6 BANK,2024-04,1,16,14986.96,0,2024-B2,936.685
AM,CAIXA ECONÔMICA FEDERAL,2024-04,1,1096,1311172.3,0,2024-B2,1196.325091240876
AM,INTER,2024-04,1,477,550438.91,0,2024-B2,1153.9599790356394
AM,ITAU,2024-04,1,367,472120.95,0,2024-B2,1286.43310626703
AM,NUBANK,2024-04,1,2149,2408890.29,2,2024-B2,1120.935453699395
AM,SANTANDER,2024-04,1,309,110974.32,0,2024-B2,359.1401941747573
AM,SICOOB AMAZÔNIA,2024-04,1,1,2343.96,0,2024-B2,2343.96
AM,SICOOB CREDISUL,2024-04,1,1,308.69,0,2024-B2,308.69
AM,VOTORANTIM,2024-04,1,1,1657.38,0,2024-B2,1657.38
AP,BB,2024-04,1,104,106387.54,0,2024-B2,1022.9571153846153
AP,BCO DO EST. DO PA S.A.,2024-04,1,1,3833.16,0,2024-B2,3833.16
AP,BRADESCO,2024-04,1,23,21299.99,0,2024-B2,926.0865217391305
AP,BTG PACTUAL,2024-04,1,169,225694.01,0,2024-B2,1335.4675147928995
AP,C6 BANK,2024-04,1,4,7024.63,0,2024-B2,1756.1575
AP,C6 BANK,2024-04,2,1,208.14,0,2024-B2,208.14
AP,CAIXA ECONÔMICA FEDERAL,2024-04,1,101,90223.71,0,2024-B2,893.3040594059406
AP,INTER,2024-04,1,69,78113.31,0,2024-B2,1132.076956521739
AP,ITAU,2024-04,1,40,39852.89,0,2024-B2,996.3222499999999
AP,NUBANK,2024-04,1,240,184180.66,0,2024-B2,767.4194166666667
AP,SANTANDER,2024-04,1,35,16214.79,0,2024-B2,463.2797142857143
BA,BANCO SICOOB,2024-04,1,4,3742.1,0,2024-B2,935.525
BA,BB,2024-04,1,926,1046202.62,0,2024-B2,1129.808444924406
BA,BMG,2024-04,1,6,7591.02,0,2024-B2,1265.17
BA,BRADESCO,2024-04,1,676,715025.89,0,2024-B2,1057.7306065088758
BA,BRADESCO,2024-04,2,25,160332.54,0,2024-B2,6413.301600000001
BA,BTG PACTUAL,2024-04,1,2820,3487541.17,2,2024-B2,1236.7167269503545
BA,C6 BANK,2024-04,1,61,62893.26,0,2024-B2,1031.0370491803278
BA,C6 BANK,2024-04,2,1,162.18,0,2024-B2,162.18
BA,CAIXA ECONÔMICA FEDERAL,2024-04,1,2181,2202801.31,2,2024-B2,1009.9960155891793
BA,INTER,2024-04,1,805,808881.93,0,2024-B2,1004.8222732919255
BA,ITAU,2024-04,1,602,709455.35,0,2024-B2,1178.4972591362125
BA,NUBANK,2024-04,1,3649,3545551.86,2,2024-B2,971.6502767881611
BA,SANTANDER,2024-04,1,582,168953.32,0,2024-B2,290.29780068728525
BA,SOC CC SICOOB COOPERE,2024-04,1,3,10391.08,0,2024-B2,3463.693333333333
BA,VOTORANTIM,2024-04,1,6,9161.33,0,2024-B2,1526.8883333333333
CE,BANCO SICOOB,2024-04,1,1,2039.64,0,2024-B2,2039.64
CE,BANRISUL,2024-04,1,2,3542.51,0,2024-B2,1771.255
CE,BB,2024-04,1,696,765987.92,0,2024-B2,1100.557356321839
CE,BMG,2024-04,1,6,5206.27,0,2024-B2,867.7116666666667
CE,BRADESCO,2024-04,1,513,547969.63,0,2024-B2,1068.1669200779727
CE,BRADESCO,2024-04,2,13,150654.4,0,2024-B2,11588.8
CE,BTG PACTUAL,2024-04,1,2376,2920642.4,2,2024-B2,1229.2265993265994
CE,C6 BANK,2024-04,1,38,38976.5,0,2024-B2,1025.6973684210527
CE,C6 BANK,2024-04,2,1,201.7,0,2024-B2,201.7
CE,CAIXA ECONÔMICA FEDERAL,2024-04,1,1557,1514256.62,0,2024-B2,972.5476043673732
CE,INTER,2024-04,1,742,723265.23,0,2024-B2,974.7509838274932
CE,ITAU,2024-04,1,381,420521.33,0,2024-B2,1103.7305249343833
CE,NUBANK,2024-04,1,3152,2915452.42,2,2024-B2,924.9531789340101
CE,SANTANDER,2024-04,1,563,147896.3,0,2024-B2,262.69325044404974
CE,VOTORANTIM,2024-04,1,7,11748.19,0,2024-B2,1678.3128571428572
DF,BANCO SICOOB,2024-04,1,2,1454.8,0,2024-B2,727.4
DF,BANRISUL,2024-04,1,1,3690.33,0,2024-B2,3690.33
DF,BB,2024-04,1,348,450523.95,0,2024-B2,1294.609051724138
DF,BMG,2024-04,1,6,5382.31,0,2024-B2,897.0516666666667
DF,BRADESCO,2024-04,1,120,146114.12,0,2024-B2,1217.6176666666665
DF,BRADESCO,2024-04,2,7,54398.42,0,2024-B2,7771.202857142857
DF,BTG PACTUAL,2024-04,1,988,1422005.74,0,2024-B2,1439.277064777328
DF,C6 BANK,2024-04,1,32,35654.01,0,2024-B2,1114.1878125
DF,CAIXA ECONÔMICA FEDERAL,2024-04,1,580,645607.75,0,2024-B2,1113.1168103448276
DF,INTER,2024-04,1,311,356404.12,0,2024-B2,1145.9939549839228
DF,ITAU,2024-04,1,199,210723.87,0,2024-B2,1058.91391959799
DF,NUBANK,2024-04,1,1194,1208704.83,0,2024-B2,1012.3156030150755
DF,SANTANDER,2024-04,1,228,75038.32,0,2024-B2,329.11543859649123
DF,VOTORANTIM,2024-04,1,2,2807.01,0,2024-B2,1403.505
ES,BANCO SICOOB,2024-04,1,9,15627.85,0,2024-B2,1736.427777777778
ES,BB,2024-04,1,155,189191.65,0,2024-B2,1220.5912903225806
ES,BB,2024-04,2,1,3911.77,0,2024-B2,3911.77
ES,BMG,2024-04,1,1,1723.33,0,2024-B2,1723.33
ES,BRADESCO,2024-04,1,80,94130.64,0,2024-B2,1176.633
ES,BRADESCO,2024-04,2,9,146360.34,0,2024-B2,16262.26
ES,BTG PACTUAL,2024-04,1,813,1152885.32,0,2024-B2,1418.0631242312425
ES,C6 BANK,2024-04,1,14,11592.01,0,2024-B2,828.0007142857143
ES,CAIXA ECONÔMICA FEDERAL,2024-04,1,544,657214.31,0,2024-B2,1208.1145404411766
ES,INTER,2024-04,1,211,232747.18,0,2024-B2,1103.0672037914692
ES,ITAU,2024-04,1,155,204749.21,0,2024-B2,1320.9626451612903
ES,NUBANK,2024-04,1,876,908039.56,0,2024-B2,1036.5748401826484
ES,SANTANDER,2024-04,1,216,49943.12,0,2024-B2,231.21814814814817
GO,BANCO SICOOB,2024-04,1,1,4052.96,0,2024-B2,4052.96
GO,BB,2024-04,1,335,454359.02,0,2024-B2,1356.2955820895522
GO,BMG,2024-04,1,8,16752.39,0,2024-B2,2094.04875
GO,BRADESCO,2024-04,1,222,227226.44,0,2024-B2,1023.5425225225225
GO,BRADESCO,2024-04,2,12,238306.16,0,2024-B2,19858.846666666668
GO,BTG PACTUAL,2024-04,1,1424,1966290.07,0,2024-B2,1380.8216783707865
GO,C6 BANK,2024-04,1,29,41196.74,0,2024-B2,1420.5772413793102
GO,CAIXA ECONÔMICA FEDERAL,2024-04,1,900,908323.7,0,2024-B2,1009.2485555555555
GO,CAIXA ECONÔMICA FEDERAL,2024-04,2,1,138.05,0,2024-B2,138.05
GO,COOP CENTRO NORTE BRASILEIRO,2024-04,1,1,106.22,0,2024-B2,106.22
GO,INTER,2024-04,1,415,433422.63,0,2024-B2,1044.3918795180723
GO,ITAU,2024-04,1,368,446364.58,0,2024-B2,1212.9472282608697
GO,NUBANK,2024-04,1,1680,1632480.17,0,2024-B2,971.7143869047619
GO,SANTANDER,2024-04,1,265,91935.33,0,2024-B2,346.92577358490564
GO,VOTORANTIM,2024-04,1,5,4919.18,0,2024-B2,983.836
MA,BANCO SICOOB,2024-04,1,1,211.84,0,2024-B2,211.84
MA,BANRISUL,2024-04,1,1,317.63,0,2024-B2,317.63
MA,BB,2024-04,1,580,603908.72,0,2024-B2,1041.2219310344826
MA,BMG,2024-04,1,4,2176.34,0,2024-B2,544.085
MA,BRADESCO,2024-04,1,236,240010.3,0,2024-B2,1016.9927966101694
MA,BRADESCO,2024-04,2,3,41757.86,0,2024-B2,13919.286666666667
MA,BTG PACTUAL,2024-04,1,931,1093132.65,0,2024-B2,1174.1489258861438
MA,C6 BANK,2024-04,1,16,24788.8,0,2024-B2,1549.3
MA,C6 BANK,2024-04,2,2,415.55,0,2024-B2,207.775
MA,CAIXA ECONÔMICA FEDERAL,2024-04,1,687,588580.15,0,2024-B2,856.7396652110626
MA,INTER,2024-04,1,299,265679.31,0,2024-B2,888.5595652173913
MA,ITAU,2024-04,1,157,179103.56,0,2024-B2,1140.7870063694268
MA,NUBANK,2024-04,1,1436,1267526.24,0,2024-B2,882.6784401114206
MA,SANTANDER,2024-04,1,180,54973.43,0,2024-B2,305.40794444444447
MA,VOTORANTIM,2024-04,1,2,966.71,0,2024-B2,483.355
MG,BANCO SICOOB,2024-04,1,34,46023.26,0,2024-B2,1353.6252941176472
MG,BANRISUL,2024-04,1,7,11006.79,0,2024-B2,1572.3985714285716
MG,BB,2024-04,1,992,1342971.96,0,2024-B2,1353.802379032258
MG,BB,2024-04,2,1,346.88,0,2024-B2,346.88
MG,BMG,2024-04,1,22,27916.37,0,2024-B2,1268.925909090909
MG,BRADESCO,2024-04,1,740,925561.03,0,2024-B2,1250.7581486486488
MG,BRADESCO,2024-04,2,38,502666.84,0,2024-B2,13228.074736842105
MG,BTG PACTUAL,2024-04,1,4243,6050389.86,2,2024-B2,1425.969799670045
MG,C6 BANK,2024-04,1,84,92816.68,0,2024-B2,1104.9604761904761
MG,C6 BANK,2024-04,2,2,418.1,0,2024-B2,209.05
MG,CAIXA ECONÔMICA FEDERAL,2024-04,1,3878,4687263.99,2,2024-B2,1208.6807607013925
MG,CAIXA ECONÔMICA FEDERAL,2024-04,2,1,834.23,0,2024-B2,834.23
MG,CC CREDINACIONAL LTDA - SICOOB CREDINACIONAL,2024-04,1,1,558.21,0,2024-B2,558.21
MG,CCLA REG. CTR. E OESTE MINEIRO,2024-04,1,1,3329.07,0,2024-B2,3329.07
MG,CCLA UNIÃO CENTRO OESTE MINAS,2024-04,1,1,2895.21,0,2024-B2,2895.21
MG,INTER,2024-04,1,1989,2065576.88,2,2024-B2,1038.5001910507792
MG,ITAU,2024-04,1,1201,1502659.73,0,2024-B2,1251.17379683597
MG,NUBANK,2024-04,1,5231,5968050.06,2,2024-B2,1140.9004129229593
MG,SANTANDER,2024-04,1,875,323901.19,0,2024-B2,370.17278857142855
MG,SANTANDER,2024-04,2,1,141.29,0,2024-B2,141.29
MG,VOTORANTIM,2024-04,1,7,15567.41,0,2024-B2,2223.9157142857143
MS,BB,2024-04,1,279,339436.51,0,2024-B2,1216.6183154121863
MS,BMG,2024-04,1,1,3753.75,0,2024-B2,3753.75
MS,BRADESCO,2024-04,1,211,265930.56,0,2024-B2,1260.3344075829384
MS,BRADESCO,2024-04,2,8,70602.03,0,2024-B2,8825.25375
MS,BTG PACTUAL,2024-04,1,820,1120518.37,0,2024-B2,1366.485817073171
MS,C6 BANK,2024-04,1,26,24221.8,0,2024-B2,931.6076923076923
MS,CAIXA ECONÔMICA FEDERAL,2024-04,1,698,794661.34,0,2024-B2,1138.4832951289397
MS,INTER,2024-04,1,216,226671.49,0,2024-B2,1049.4050462962962
MS,ITAU,2024-04,1,126,160020.52,0,2024-B2,1270.004126984127
MS,NUBANK,2024-04,1,1175,1299675.9,0,2024-B2,1106.1071489361702
MS,SANTANDER,2024-04,1,196,81935.37,0,2024-B2,418.0376020408163
MS,VOTORANTIM,2024-04,1,1,471.73,0,2024-B2,471.73
MT,BANCO SICOOB,2024-04,1,4,3712.75,0,2024-B2,928.1875
MT,BB,2024-04,1,286,404753.35,0,2024-B2,1415.2215034965034
